review_id,company,category,rating,review_text,review_date,verified_purchase,helpful_votes,review_length
R02895,TravelEase,Voyages et hôtellerie,4,Excellente qualité pour le prix. Le produit est de très bonne qualité. Je suis bluffé par la rapidité du service.,2025-04-13,True,6,113
R02896,FoodDelivery,Livraison de repas,4,Excellente qualité pour le prix. Le produit est de très bonne qualité. Je suis bluffé par la rapidité du service.,2024-06-29,True,1,113
R02897,TechBox,E-commerce électronique,5,"Rien à reprocher, tout s'est passé comme prévu. L'emballage était soigné. Bravo à toute l'équipe.",2024-07-06,True,9,97
R02898,BankZen,Banque en ligne,5,Très satisfait de mon achat. Les frais de livraison sont raisonnables. Je commanderai à nouveau sans hésiter.,2024-07-16,False,7,109
R02899,TravelEase,Voyages et hôtellerie,4,"Super expérience, La livraison a été ultra rapide, en 24h. Le service client est réactif et professionnel.",2025-02-08,False,3,106
R02900,BankZen,Banque en ligne,3,Ça fait le job. Le prix est dans la moyenne du marché. On verra à la prochaine commande si je reviens.,2024-01-22,True,7,102
R02901,BankZen,Banque en ligne,4,Une vraie bonne surprise ! Les frais de livraison sont raisonnables. Je le recommanderai à mes proches.,2024-03-22,True,13,103
R02902,BankZen,Banque en ligne,4,"Rien à reprocher, tout s'est passé comme prévu. La livraison a été ultra rapide, en 24h. Bravo à toute l'équipe.",2024-03-31,True,12,112
R02903,FoodDelivery,Livraison de repas,3,Pas mal dans l'ensemble. Le service client met du temps à répondre. Je verrai si je récidive.,2024-02-09,True,3,93
R02904,TravelEase,Voyages et hôtellerie,5,Une vraie bonne surprise ! L'application est fluide et intuitive. Je le recommanderai à mes proches.,2025-04-01,True,9,100
R02905,BankZen,Banque en ligne,5,"Excellent service, je recommande vivement ! La livraison a été en 48h et le produit correspond parfaitement à la description.",2024-01-20,True,0,125
R02906,FashionLine,Mode et vêtements,4,"Parfait du début à la fin. La livraison a été ultra rapide, en 24h. Rien à redire, je suis client fidèle maintenant.",2024-03-14,True,6,116
R02907,BankZen,Banque en ligne,2,Service catastrophique ! Le service client ne répond jamais aux mails. Je veux être remboursé immédiatement.,2024-11-20,True,17,108
R02908,BankZen,Banque en ligne,2,"Aucune communication, support client inexistant. L'application plante en permanence. À fuir.",2024-06-11,False,1,92
R02909,TravelEase,Voyages et hôtellerie,4,"Excellent service, je recommande vivement ! La livraison a été en 24h et le produit correspond parfaitement à la description.",2024-07-24,True,0,125
R02910,TravelEase,Voyages et hôtellerie,3,Bon rapport qualité-prix mais Le prix est dans la moyenne du marché. Quelques détails à améliorer.,2025-01-25,False,14,98
R02911,FoodDelivery,Livraison de repas,5,"Rien à reprocher, tout s'est passé comme prévu. Les frais de livraison sont raisonnables. Bravo à toute l'équipe.",2024-12-27,True,10,113
R02912,TravelEase,Voyages et hôtellerie,5,Une vraie bonne surprise ! Les frais de livraison sont raisonnables. Je le recommanderai à mes proches.,2024-09-08,True,8,103
R02913,FashionLine,Mode et vêtements,1,Arnaque totale. Annulation impossible et prélèvements abusifs. N'achetez surtout pas chez eux.,2024-10-10,False,7,94
R02914,TechBox,E-commerce électronique,5,Vraiment au top ! Le produit est de très bonne qualité. Merci pour cette belle expérience.,2024-06-05,False,2,90
R02915,TravelEase,Voyages et hôtellerie,4,Une vraie bonne surprise ! L'application est fluide et intuitive. Je le recommanderai à mes proches.,2025-01-17,True,7,100
R02916,FashionLine,Mode et vêtements,3,Produit conforme à la description. Le service client met du temps à répondre. La livraison aurait pu être plus rapide.,2024-08-18,True,8,118
R02917,TechBox,E-commerce électronique,3,Service correct sans plus. Le prix est dans la moyenne du marché. Pas vraiment de quoi se plaindre mais rien d'extraordinaire non plus.,2024-01-07,True,3,135
R02918,FoodDelivery,Livraison de repas,3,Pas mal dans l'ensemble. Le service client met du temps à répondre. Je verrai si je récidive.,2024-01-12,True,4,93
R02919,BankZen,Banque en ligne,2,Produit défectueux et impossible d'avoir un remboursement. Annulation impossible et prélèvements abusifs. Honteux.,2024-03-26,False,16,114
R02920,TechBox,E-commerce électronique,5,"Super expérience, L'emballage était soigné. Le service client est réactif et professionnel.",2024-11-08,True,11,91
R02921,BankZen,Banque en ligne,4,"Excellent service, je recommande vivement ! La livraison a été en 48h et le produit correspond parfaitement à la description.",2024-05-23,True,1,125
R02922,BankZen,Banque en ligne,5,Vraiment au top ! Le rapport qualité-prix est imbattable. Merci pour cette belle expérience.,2024-04-20,True,11,92
R02923,FashionLine,Mode et vêtements,5,Très satisfait de mon achat. Le rapport qualité-prix est imbattable. Je commanderai à nouveau sans hésiter.,2024-09-04,True,9,107
R02924,TechBox,E-commerce électronique,5,"Super expérience, Les frais de livraison sont raisonnables. Le service client est réactif et professionnel.",2024-05-21,True,14,107
R02925,TechBox,E-commerce électronique,5,Une vraie bonne surprise ! L'application est fluide et intuitive. Je le recommanderai à mes proches.,2024-07-18,False,13,100
R02926,FashionLine,Mode et vêtements,3,Produit conforme à la description. L'emballage était basique mais protecteur. La livraison aurait pu être plus rapide.,2024-09-10,False,4,118
R02927,FashionLine,Mode et vêtements,3,Produit conforme à la description. La livraison a pris une semaine. La livraison aurait pu être plus rapide.,2024-03-29,True,3,108
R02928,TravelEase,Voyages et hôtellerie,5,"Excellent service, je recommande vivement ! La livraison a été très rapide et le produit correspond parfaitement à la description.",2024-06-05,True,13,130
R02929,TechBox,E-commerce électronique,5,"Parfait du début à la fin. Le service client a répondu en moins d'une heure. Rien à redire, je suis client fidèle maintenant.",2024-01-07,True,12,125
R02930,BankZen,Banque en ligne,5,"Super expérience, Le produit est de très bonne qualité. Le service client est réactif et professionnel.",2025-02-02,True,10,103
R02931,FashionLine,Mode et vêtements,4,Excellente qualité pour le prix. L'emballage était soigné. Je suis bluffé par la rapidité du service.,2024-10-19,True,13,101
R02932,TravelEase,Voyages et hôtellerie,5,"Excellent service, je recommande vivement ! La livraison a été en 48h et le produit correspond parfaitement à la description.",2024-08-31,True,0,125
R02933,TechBox,E-commerce électronique,1,"Aucune communication, support client inexistant. Produit reçu cassé et remboursement refusé. À fuir.",2024-06-19,False,36,100
R02934,TechBox,E-commerce électronique,1,Service client incompétent. Produit reçu cassé et remboursement refusé. On perd son temps à les contacter.,2024-11-11,True,12,106
R02935,TechBox,E-commerce électronique,5,"Super expérience, L'emballage était soigné. Le service client est réactif et professionnel.",2024-02-25,True,12,91
R02936,TravelEase,Voyages et hôtellerie,1,Service client incompétent. Livraison en retard de 3 semaines sans aucune explication. On perd son temps à les contacter.,2024-12-01,True,9,121
R02937,FashionLine,Mode et vêtements,2,Produit défectueux et impossible d'avoir un remboursement. Le service client ne répond jamais aux mails. Honteux.,2025-03-21,False,49,113
R02938,FoodDelivery,Livraison de repas,5,Très satisfait de mon achat. L'emballage était soigné. Je commanderai à nouveau sans hésiter.,2024-10-18,True,2,93
R02939,BankZen,Banque en ligne,5,"Une vraie bonne surprise ! La livraison a été ultra rapide, en 24h. Je le recommanderai à mes proches.",2024-05-05,True,4,102
R02940,FashionLine,Mode et vêtements,5,Vraiment au top ! Le produit est de très bonne qualité. Merci pour cette belle expérience.,2024-07-03,True,12,90
R02941,TechBox,E-commerce électronique,2,Quelle déception... Produit reçu cassé et remboursement refusé. On m'avait pourtant recommandé cette entreprise.,2025-04-11,True,48,112
R02942,TechBox,E-commerce électronique,2,Très déçu de mon expérience. L'application plante en permanence. Je ne recommande absolument pas.,2024-05-19,True,28,97
R02943,BankZen,Banque en ligne,5,Excellente qualité pour le prix. Le produit est de très bonne qualité. Je suis bluffé par la rapidité du service.,2024-12-11,True,11,113
R02944,FoodDelivery,Livraison de repas,1,Quelle déception... Frais cachés non mentionnés au moment du paiement. On m'avait pourtant recommandé cette entreprise.,2024-07-28,True,29,119
R02945,TravelEase,Voyages et hôtellerie,5,"Excellent service, je recommande vivement ! La livraison a été rapide et le produit correspond parfaitement à la description.",2024-06-25,False,11,125
R02946,TravelEase,Voyages et hôtellerie,4,Très satisfait de mon achat. L'emballage était soigné. Je commanderai à nouveau sans hésiter.,2024-03-08,True,3,93
R02947,FoodDelivery,Livraison de repas,5,Très satisfait de mon achat. Les frais de livraison sont raisonnables. Je commanderai à nouveau sans hésiter.,2024-08-08,True,12,109
R02948,FoodDelivery,Livraison de repas,5,Excellente qualité pour le prix. Le service client a répondu en moins d'une heure. Je suis bluffé par la rapidité du service.,2024-10-11,True,13,125
R02949,FashionLine,Mode et vêtements,3,Ça fait le job. L'emballage était basique mais protecteur. On verra à la prochaine commande si je reviens.,2025-04-09,True,8,106
R02950,FoodDelivery,Livraison de repas,4,"Excellent service, je recommande vivement ! La livraison a été rapide et le produit correspond parfaitement à la description.",2025-02-24,True,2,125
R02951,TravelEase,Voyages et hôtellerie,2,Très déçu de mon expérience. Frais cachés non mentionnés au moment du paiement. Je ne recommande absolument pas.,2024-05-29,True,36,112
R02952,FashionLine,Mode et vêtements,1,Produit défectueux et impossible d'avoir un remboursement. Livraison en retard de 3 semaines sans aucune explication. Honteux.,2024-01-26,True,47,126
R02953,TravelEase,Voyages et hôtellerie,5,"Parfait du début à la fin. Le rapport qualité-prix est imbattable. Rien à redire, je suis client fidèle maintenant.",2025-01-08,True,6,115
R02954,FoodDelivery,Livraison de repas,5,Vraiment au top ! Le rapport qualité-prix est imbattable. Merci pour cette belle expérience.,2024-08-11,True,1,92
R02955,TravelEase,Voyages et hôtellerie,2,"Aucune communication, support client inexistant. L'application plante en permanence. À fuir.",2024-09-27,True,17,92
R02956,BankZen,Banque en ligne,3,Pas mal dans l'ensemble. L'emballage était basique mais protecteur. Je verrai si je récidive.,2024-03-27,True,5,93
R02957,FashionLine,Mode et vêtements,5,Une vraie bonne surprise ! Les frais de livraison sont raisonnables. Je le recommanderai à mes proches.,2024-01-08,True,10,103
R02958,TechBox,E-commerce électronique,5,"Parfait du début à la fin. L'emballage était soigné. Rien à redire, je suis client fidèle maintenant.",2024-01-11,True,12,101
R02959,FashionLine,Mode et vêtements,5,Excellente qualité pour le prix. Le produit est de très bonne qualité. Je suis bluffé par la rapidité du service.,2024-10-30,True,0,113
R02960,TechBox,E-commerce électronique,4,"Très satisfait de mon achat. La livraison a été ultra rapide, en 24h. Je commanderai à nouveau sans hésiter.",2024-03-01,True,0,108
R02961,TechBox,E-commerce électronique,5,Très satisfait de mon achat. Le rapport qualité-prix est imbattable. Je commanderai à nouveau sans hésiter.,2025-01-20,True,4,107
R02962,FashionLine,Mode et vêtements,2,Service client incompétent. Produit reçu cassé et remboursement refusé. On perd son temps à les contacter.,2025-04-23,True,37,106
R02963,TravelEase,Voyages et hôtellerie,5,Une vraie bonne surprise ! Le service client a répondu en moins d'une heure. Je le recommanderai à mes proches.,2024-01-05,True,10,111
R02964,FoodDelivery,Livraison de repas,4,Très satisfait de mon achat. Le service client a répondu en moins d'une heure. Je commanderai à nouveau sans hésiter.,2024-05-12,True,1,117
R02965,TechBox,E-commerce électronique,1,Produit défectueux et impossible d'avoir un remboursement. Description du produit complètement trompeuse. Honteux.,2024-04-22,True,7,114
R02966,TechBox,E-commerce électronique,5,"Parfait du début à la fin. L'emballage était soigné. Rien à redire, je suis client fidèle maintenant.",2025-04-20,True,2,101
R02967,FoodDelivery,Livraison de repas,1,Pire expérience d'achat. Description du produit complètement trompeuse. Je vais signaler à la répression des fraudes.,2024-05-12,True,9,117
R02968,TravelEase,Voyages et hôtellerie,5,Vraiment au top ! L'emballage était soigné. Merci pour cette belle expérience.,2024-04-06,True,0,78
R02969,TechBox,E-commerce électronique,4,"Rien à reprocher, tout s'est passé comme prévu. La livraison a été ultra rapide, en 24h. Bravo à toute l'équipe.",2024-07-30,True,14,112
R02970,FoodDelivery,Livraison de repas,4,Vraiment au top ! Le rapport qualité-prix est imbattable. Merci pour cette belle expérience.,2025-03-31,True,12,92
R02971,BankZen,Banque en ligne,4,"Excellent service, je recommande vivement ! La livraison a été très rapide et le produit correspond parfaitement à la description.",2024-10-08,True,0,130
R02972,FashionLine,Mode et vêtements,5,Très satisfait de mon achat. Le produit est de très bonne qualité. Je commanderai à nouveau sans hésiter.,2024-11-30,True,14,105
R02973,TravelEase,Voyages et hôtellerie,5,Vraiment au top ! Le produit est de très bonne qualité. Merci pour cette belle expérience.,2025-04-01,True,1,90
R02974,TravelEase,Voyages et hôtellerie,4,"Très satisfait de mon achat. La livraison a été ultra rapide, en 24h. Je commanderai à nouveau sans hésiter.",2024-12-18,True,4,108
R02975,BankZen,Banque en ligne,3,Produit conforme à la description. La livraison a pris une semaine. La livraison aurait pu être plus rapide.,2024-07-29,True,7,108
R02976,FoodDelivery,Livraison de repas,5,"Excellent service, je recommande vivement ! La livraison a été très rapide et le produit correspond parfaitement à la description.",2024-02-14,True,3,130
R02977,TravelEase,Voyages et hôtellerie,5,"Rien à reprocher, tout s'est passé comme prévu. Le rapport qualité-prix est imbattable. Bravo à toute l'équipe.",2024-02-29,True,2,111
R02978,FashionLine,Mode et vêtements,5,"Rien à reprocher, tout s'est passé comme prévu. Le rapport qualité-prix est imbattable. Bravo à toute l'équipe.",2024-01-10,True,12,111
R02979,TechBox,E-commerce électronique,5,"Excellent service, je recommande vivement ! La livraison a été en 24h et le produit correspond parfaitement à la description.",2024-03-29,True,8,125
R02980,BankZen,Banque en ligne,4,"Excellent service, je recommande vivement ! La livraison a été très rapide et le produit correspond parfaitement à la description.",2024-10-14,True,4,130
R02981,BankZen,Banque en ligne,1,Service catastrophique ! Description du produit complètement trompeuse. Je veux être remboursé immédiatement.,2025-03-26,True,11,109
R02982,FashionLine,Mode et vêtements,5,"Super expérience, L'emballage était soigné. Le service client est réactif et professionnel.",2024-06-28,True,0,91
R02983,FoodDelivery,Livraison de repas,5,"Rien à reprocher, tout s'est passé comme prévu. Le service client a répondu en moins d'une heure. Bravo à toute l'équipe.",2025-01-11,True,10,121
R02984,FashionLine,Mode et vêtements,5,Vraiment au top ! Le service client a répondu en moins d'une heure. Merci pour cette belle expérience.,2025-01-06,True,9,102
R02985,FashionLine,Mode et vêtements,5,Une vraie bonne surprise ! Le produit est de très bonne qualité. Je le recommanderai à mes proches.,2025-03-12,True,12,99
R02986,TechBox,E-commerce électronique,2,Service catastrophique ! Le service client ne répond jamais aux mails. Je veux être remboursé immédiatement.,2024-05-01,True,31,108
R02987,FashionLine,Mode et vêtements,5,Vraiment au top ! Les frais de livraison sont raisonnables. Merci pour cette belle expérience.,2024-03-17,True,11,94
R02988,TravelEase,Voyages et hôtellerie,5,Très satisfait de mon achat. Le service client a répondu en moins d'une heure. Je commanderai à nouveau sans hésiter.,2024-09-30,True,10,117
R02989,TechBox,E-commerce électronique,5,"Super expérience, L'application est fluide et intuitive. Le service client est réactif et professionnel.",2024-04-03,True,0,104
R02990,TravelEase,Voyages et hôtellerie,4,"Excellente qualité pour le prix. La livraison a été ultra rapide, en 24h. Je suis bluffé par la rapidité du service.",2025-04-22,True,12,116
R02991,FashionLine,Mode et vêtements,5,Vraiment au top ! Le rapport qualité-prix est imbattable. Merci pour cette belle expérience.,2025-03-26,True,13,92
R02992,TravelEase,Voyages et hôtellerie,4,Vraiment au top ! Le service client a répondu en moins d'une heure. Merci pour cette belle expérience.,2024-08-27,False,5,102
R02993,TravelEase,Voyages et hôtellerie,1,"Aucune communication, support client inexistant. Le service client ne répond jamais aux mails. À fuir.",2024-01-08,True,6,102
R02994,TravelEase,Voyages et hôtellerie,4,Une vraie bonne surprise ! Le produit est de très bonne qualité. Je le recommanderai à mes proches.,2024-03-05,True,8,99
R02995,FashionLine,Mode et vêtements,4,Vraiment au top ! L'application est fluide et intuitive. Merci pour cette belle expérience.,2025-01-20,True,4,91
R02996,TechBox,E-commerce électronique,2,Pire expérience d'achat. Annulation impossible et prélèvements abusifs. Je vais signaler à la répression des fraudes.,2024-11-22,True,16,117
R02997,TravelEase,Voyages et hôtellerie,5,"Rien à reprocher, tout s'est passé comme prévu. La livraison a été ultra rapide, en 24h. Bravo à toute l'équipe.",2024-05-11,True,5,112
R02998,TechBox,E-commerce électronique,5,Vraiment au top ! L'application est fluide et intuitive. Merci pour cette belle expérience.,2025-02-23,True,3,91
R02999,TechBox,E-commerce électronique,5,Une vraie bonne surprise ! Le rapport qualité-prix est imbattable. Je le recommanderai à mes proches.,2024-10-08,True,4,101
R03000,BankZen,Banque en ligne,3,Pas mal dans l'ensemble. Le service client met du temps à répondre. Je verrai si je récidive.,2024-04-29,True,10,93
R03001,TravelEase,Voyages et hôtellerie,5,"Super expérience, Le rapport qualité-prix est imbattable. Le service client est réactif et professionnel.",2024-09-21,True,13,105
R03002,TravelEase,Voyages et hôtellerie,1,Arnaque totale. Frais cachés non mentionnés au moment du paiement. N'achetez surtout pas chez eux.,2024-05-12,False,1,98
R03003,FoodDelivery,Livraison de repas,5,Très satisfait de mon achat. Le produit est de très bonne qualité. Je commanderai à nouveau sans hésiter.,2024-02-16,True,11,105
R03004,FoodDelivery,Livraison de repas,3,Pas mal dans l'ensemble. Le produit fonctionne mais sans plus. Je verrai si je récidive.,2024-02-12,False,5,88
R03005,FashionLine,Mode et vêtements,5,Très satisfait de mon achat. L'emballage était soigné. Je commanderai à nouveau sans hésiter.,2024-06-08,True,13,93
R03006,TechBox,E-commerce électronique,5,"Parfait du début à la fin. Le produit est de très bonne qualité. Rien à redire, je suis client fidèle maintenant.",2024-02-21,True,12,113
R03007,TechBox,E-commerce électronique,5,"Parfait du début à la fin. L'emballage était soigné. Rien à redire, je suis client fidèle maintenant.",2024-12-23,True,14,101
R03008,TravelEase,Voyages et hôtellerie,5,"Excellent service, je recommande vivement ! La livraison a été très rapide et le produit correspond parfaitement à la description.",2025-02-17,True,0,130
R03009,FashionLine,Mode et vêtements,3,Ça fait le job. L'emballage était basique mais protecteur. On verra à la prochaine commande si je reviens.,2024-05-03,True,15,106
R03010,TechBox,E-commerce électronique,5,Une vraie bonne surprise ! L'emballage était soigné. Je le recommanderai à mes proches.,2025-02-03,True,12,87
R03011,FashionLine,Mode et vêtements,5,"Rien à reprocher, tout s'est passé comme prévu. L'application est fluide et intuitive. Bravo à toute l'équipe.",2024-09-16,True,9,110
R03012,BankZen,Banque en ligne,5,"Rien à reprocher, tout s'est passé comme prévu. L'emballage était soigné. Bravo à toute l'équipe.",2024-11-17,True,6,97
R03013,BankZen,Banque en ligne,4,"Rien à reprocher, tout s'est passé comme prévu. L'application est fluide et intuitive. Bravo à toute l'équipe.",2024-03-02,True,5,110
R03014,TravelEase,Voyages et hôtellerie,4,Une vraie bonne surprise ! Le service client a répondu en moins d'une heure. Je le recommanderai à mes proches.,2024-03-11,True,1,111
R03015,FashionLine,Mode et vêtements,4,Excellente qualité pour le prix. Le service client a répondu en moins d'une heure. Je suis bluffé par la rapidité du service.,2024-01-15,True,3,125
R03016,TravelEase,Voyages et hôtellerie,4,"Super expérience, Le produit est de très bonne qualité. Le service client est réactif et professionnel.",2024-12-12,True,12,103
R03017,FoodDelivery,Livraison de repas,4,Très satisfait de mon achat. Le service client a répondu en moins d'une heure. Je commanderai à nouveau sans hésiter.,2024-06-22,False,1,117
R03018,BankZen,Banque en ligne,5,Très satisfait de mon achat. Le produit est de très bonne qualité. Je commanderai à nouveau sans hésiter.,2025-02-12,True,0,105
R03019,TravelEase,Voyages et hôtellerie,4,"Rien à reprocher, tout s'est passé comme prévu. Les frais de livraison sont raisonnables. Bravo à toute l'équipe.",2024-09-13,True,5,113
R03020,FoodDelivery,Livraison de repas,5,Vraiment au top ! Les frais de livraison sont raisonnables. Merci pour cette belle expérience.,2025-01-28,True,12,94
R03021,FashionLine,Mode et vêtements,2,Service catastrophique ! Frais cachés non mentionnés au moment du paiement. Je veux être remboursé immédiatement.,2024-10-26,True,24,113
R03022,TravelEase,Voyages et hôtellerie,5,Excellente qualité pour le prix. Les frais de livraison sont raisonnables. Je suis bluffé par la rapidité du service.,2024-08-21,True,15,117
R03023,TechBox,E-commerce électronique,4,Une vraie bonne surprise ! L'emballage était soigné. Je le recommanderai à mes proches.,2024-08-11,True,3,87
R03024,FashionLine,Mode et vêtements,5,"Rien à reprocher, tout s'est passé comme prévu. L'emballage était soigné. Bravo à toute l'équipe.",2024-06-13,True,3,97
R03025,BankZen,Banque en ligne,5,"Super expérience, L'emballage était soigné. Le service client est réactif et professionnel.",2024-01-03,True,0,91
R03026,FashionLine,Mode et vêtements,3,Service correct sans plus. Le prix est dans la moyenne du marché. Pas vraiment de quoi se plaindre mais rien d'extraordinaire non plus.,2025-01-27,True,5,135
R03027,FoodDelivery,Livraison de repas,5,Très satisfait de mon achat. Le rapport qualité-prix est imbattable. Je commanderai à nouveau sans hésiter.,2024-03-11,True,9,107
R03028,TravelEase,Voyages et hôtellerie,1,Très déçu de mon expérience. Livraison en retard de 3 semaines sans aucune explication. Je ne recommande absolument pas.,2024-06-03,False,47,120
R03029,BankZen,Banque en ligne,5,"Très satisfait de mon achat. La livraison a été ultra rapide, en 24h. Je commanderai à nouveau sans hésiter.",2025-03-15,True,4,108
R03030,TechBox,E-commerce électronique,4,Très satisfait de mon achat. Le service client a répondu en moins d'une heure. Je commanderai à nouveau sans hésiter.,2025-01-03,True,12,117
R03031,FoodDelivery,Livraison de repas,4,"Parfait du début à la fin. L'application est fluide et intuitive. Rien à redire, je suis client fidèle maintenant.",2025-03-20,False,10,114
R03032,FashionLine,Mode et vêtements,4,Très satisfait de mon achat. L'emballage était soigné. Je commanderai à nouveau sans hésiter.,2024-06-15,True,3,93
R03033,FoodDelivery,Livraison de repas,5,Excellente qualité pour le prix. Les frais de livraison sont raisonnables. Je suis bluffé par la rapidité du service.,2024-03-20,True,13,117
R03034,TechBox,E-commerce électronique,4,"Parfait du début à la fin. La livraison a été ultra rapide, en 24h. Rien à redire, je suis client fidèle maintenant.",2025-01-16,True,3,116
R03035,FashionLine,Mode et vêtements,4,Très satisfait de mon achat. Le service client a répondu en moins d'une heure. Je commanderai à nouveau sans hésiter.,2024-06-17,False,4,117
R03036,FashionLine,Mode et vêtements,5,"Une vraie bonne surprise ! La livraison a été ultra rapide, en 24h. Je le recommanderai à mes proches.",2024-07-04,True,12,102
R03037,TechBox,E-commerce électronique,5,Une vraie bonne surprise ! Le produit est de très bonne qualité. Je le recommanderai à mes proches.,2025-01-10,True,4,99
R03038,FoodDelivery,Livraison de repas,5,Excellente qualité pour le prix. Les frais de livraison sont raisonnables. Je suis bluffé par la rapidité du service.,2024-05-23,True,14,117
R03039,BankZen,Banque en ligne,2,Pire expérience d'achat. Livraison en retard de 3 semaines sans aucune explication. Je vais signaler à la répression des fraudes.,2024-08-14,True,29,129
R03040,FashionLine,Mode et vêtements,1,Service client incompétent. Livraison en retard de 3 semaines sans aucune explication. On perd son temps à les contacter.,2024-07-04,True,16,121
R03041,BankZen,Banque en ligne,4,"Parfait du début à la fin. L'application est fluide et intuitive. Rien à redire, je suis client fidèle maintenant.",2025-01-05,True,3,114
R03042,BankZen,Banque en ligne,4,"Parfait du début à la fin. Les frais de livraison sont raisonnables. Rien à redire, je suis client fidèle maintenant.",2024-04-05,False,9,117
R03043,TechBox,E-commerce électronique,5,"Rien à reprocher, tout s'est passé comme prévu. L'application est fluide et intuitive. Bravo à toute l'équipe.",2024-04-02,True,5,110
R03044,TravelEase,Voyages et hôtellerie,3,Produit conforme à la description. Le service client met du temps à répondre. La livraison aurait pu être plus rapide.,2024-12-16,True,4,118
R03045,BankZen,Banque en ligne,3,Bon rapport qualité-prix mais Le produit fonctionne mais sans plus. Quelques détails à améliorer.,2024-01-24,True,13,97
R03046,FoodDelivery,Livraison de repas,2,Service client incompétent. Description du produit complètement trompeuse. On perd son temps à les contacter.,2025-04-01,True,13,109
R03047,FashionLine,Mode et vêtements,4,"Très satisfait de mon achat. La livraison a été ultra rapide, en 24h. Je commanderai à nouveau sans hésiter.",2024-04-16,True,12,108
R03048,BankZen,Banque en ligne,4,"Super expérience, Le rapport qualité-prix est imbattable. Le service client est réactif et professionnel.",2024-03-05,True,13,105
R03049,TravelEase,Voyages et hôtellerie,5,"Excellent service, je recommande vivement ! La livraison a été en 24h et le produit correspond parfaitement à la description.",2024-12-21,True,8,125
R03050,TravelEase,Voyages et hôtellerie,5,Excellente qualité pour le prix. Le produit est de très bonne qualité. Je suis bluffé par la rapidité du service.,2024-01-30,True,11,113
R03051,FashionLine,Mode et vêtements,3,Produit conforme à la description. L'emballage était basique mais protecteur. La livraison aurait pu être plus rapide.,2024-12-17,True,4,118
R03052,BankZen,Banque en ligne,3,Ça fait le job. L'emballage était basique mais protecteur. On verra à la prochaine commande si je reviens.,2025-04-08,True,14,106
R03053,BankZen,Banque en ligne,5,"Excellent service, je recommande vivement ! La livraison a été en 48h et le produit correspond parfaitement à la description.",2024-12-15,True,10,125
R03054,BankZen,Banque en ligne,4,Une vraie bonne surprise ! Le service client a répondu en moins d'une heure. Je le recommanderai à mes proches.,2024-12-29,True,8,111
R03055,FashionLine,Mode et vêtements,4,Très satisfait de mon achat. Le produit est de très bonne qualité. Je commanderai à nouveau sans hésiter.,2025-03-01,False,8,105
R03056,FashionLine,Mode et vêtements,5,Une vraie bonne surprise ! Les frais de livraison sont raisonnables. Je le recommanderai à mes proches.,2024-07-25,True,4,103
R03057,BankZen,Banque en ligne,5,"Super expérience, L'application est fluide et intuitive. Le service client est réactif et professionnel.",2024-03-31,True,4,104
R03058,BankZen,Banque en ligne,2,Service catastrophique ! Annulation impossible et prélèvements abusifs. Je veux être remboursé immédiatement.,2024-08-25,False,41,109
R03059,BankZen,Banque en ligne,4,Très satisfait de mon achat. L'emballage était soigné. Je commanderai à nouveau sans hésiter.,2024-08-04,True,9,93
R03060,FashionLine,Mode et vêtements,5,"Rien à reprocher, tout s'est passé comme prévu. La livraison a été ultra rapide, en 24h. Bravo à toute l'équipe.",2024-05-17,False,12,112
R03061,TravelEase,Voyages et hôtellerie,5,"Excellent service, je recommande vivement ! La livraison a été en 48h et le produit correspond parfaitement à la description.",2024-02-23,False,0,125
R03062,FashionLine,Mode et vêtements,5,"Super expérience, L'emballage était soigné. Le service client est réactif et professionnel.",2025-04-05,True,13,91
R03063,TravelEase,Voyages et hôtellerie,5,"Excellent service, je recommande vivement ! La livraison a été très rapide et le produit correspond parfaitement à la description.",2024-04-04,True,8,130
R03064,BankZen,Banque en ligne,5,"Excellent service, je recommande vivement ! La livraison a été en 24h et le produit correspond parfaitement à la description.",2024-01-13,False,14,125
R03065,BankZen,Banque en ligne,5,"Excellent service, je recommande vivement ! La livraison a été rapide et le produit correspond parfaitement à la description.",2024-02-11,True,6,125
R03066,BankZen,Banque en ligne,5,"Excellent service, je recommande vivement ! La livraison a été en 48h et le produit correspond parfaitement à la description.",2024-01-06,False,9,125
R03067,TravelEase,Voyages et hôtellerie,3,Expérience moyenne. Le service client met du temps à répondre. J'ai eu mieux ailleurs mais c'est acceptable.,2025-03-03,True,8,108
R03068,FoodDelivery,Livraison de repas,4,"Parfait du début à la fin. Les frais de livraison sont raisonnables. Rien à redire, je suis client fidèle maintenant.",2025-02-17,True,8,117
R03069,BankZen,Banque en ligne,4,"Parfait du début à la fin. Le rapport qualité-prix est imbattable. Rien à redire, je suis client fidèle maintenant.",2024-04-23,False,1,115
R03070,BankZen,Banque en ligne,5,"Rien à reprocher, tout s'est passé comme prévu. L'emballage était soigné. Bravo à toute l'équipe.",2024-03-21,False,10,97
R03071,TechBox,E-commerce électronique,5,"Parfait du début à la fin. Le produit est de très bonne qualité. Rien à redire, je suis client fidèle maintenant.",2024-08-24,True,15,113
R03072,FashionLine,Mode et vêtements,4,Très satisfait de mon achat. Le rapport qualité-prix est imbattable. Je commanderai à nouveau sans hésiter.,2024-03-01,False,7,107
R03073,FoodDelivery,Livraison de repas,5,Vraiment au top ! L'emballage était soigné. Merci pour cette belle expérience.,2024-03-05,False,13,78
